User ID,textIndex,emotionIndex,delFreq,leftFreq,TotTime,D1U1_mean,D1U1_std,D1D2_mean,D1D2_std,U1D2_mean,U1D2_std,typeWith,typistType,pcTimeAverage,ageRange,gender,status,degree,country,Speed_Proxy
14468,FR,N,6,1,,113.0898833001223,37.22861692226164,339.53554268167693,425.5475891197503,198.15608023751247,408.5052938121579,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.945199763482567
10681,FR,S,1,0,,125.24157103572391,33.98412004246155,298.86850311740073,175.30086987286668,157.7869165852129,176.8389570938278,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.3459531184093447
18330,FI,S,3,0,77526.67441598728,86.12243789777878,20.714611448785064,473.7625945703053,480.4505144793858,378.7239123521557,496.56252822115846,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.110761827676546
135,FI,N,13,0,96019.0,99.87336244541484,67.30948837961162,412.7423580786026,409.45109704745255,312.8689956331877,421.4586100147508,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.422818933959669
20038,FI,N,4,0,95267.46039782386,120.52725171148917,63.746196669226876,456.4625186034527,465.4823512679906,322.7182743955998,444.12476271357326,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,30-39,Female,Professional,College/University,Tunisia,2.190760378441368
19645,FR,N,16,0,,79.59178155780923,65.84023460631317,394.30911752264126,387.6670175032411,296.0103237351306,364.90275992916804,2 hands,One Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.536081352322724
19034,FI,N,0,1,36261.682101085345,115.03394656777097,39.986890107379324,256.54848458200024,341.5061430564771,158.84566092856892,332.14219153124645,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Canada,3.8978986823068578
16497,FR,S,2,0,,108.50300405884911,29.20383811965524,339.60027169832506,186.75205163213747,216.89257730567422,189.09482794908018,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.94463839795842
17480,FR,C,2,6,,112.89423765132348,41.55058906905411,370.7101671173365,389.7040407898864,284.81291407078874,416.2641712534996,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.697525152266681
14566,FR,N,1,0,,85.52427556422144,32.73222417695386,268.3649695320981,245.39272557206803,188.15352485409005,260.89382137299407,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.7262687516315123
17115,FI,N,11,0,156172.96392659438,117.94940966196167,56.82574925175988,417.4321433986239,435.99790426419884,316.01721699012194,414.97528267255956,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.395598939406679
16271,FR,H,78,1,,93.39462242840891,57.75465444157507,379.76740215793535,425.06404626612454,281.20016251430866,481.09819363642106,2 hands,Touch Typist,less than an hour per day,30-39,Male,Professional,College/University,Tunisia,2.633190722315145
19422,FI,C,6,0,54763.33100668963,76.64218091615814,22.653131920505313,315.7442791374104,319.2498619603904,255.46483457187253,335.05464694770654,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.167119932408355
14221,FR,H,15,0,,108.9194792213039,31.766719312251464,347.49891659206736,319.1335201788421,238.37435703622256,335.0587699882379,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.8777068136126323
12641,FR,N,10,0,,111.1727531338332,124.79238000417374,370.3591340408716,407.8270372739015,242.7311299179154,414.68309982071554,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.7000819153272007
13199,FI,S,2,1,50146.23492407126,127.96319043011033,37.861560155985245,386.45867433626586,190.91686562732048,208.9154949258746,180.9075529701961,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.5875987949228403
15056,FR,C,7,5,,109.48657486426339,46.66880335073681,496.1144145372518,591.9520936527732,378.5980534177686,562.3115612609764,2 hands,One Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.01566407001648
12556,FI,S,3,0,55409.607268260814,124.56423709893129,35.09517388689172,339.6680747788645,171.78956711063128,251.64941719677566,199.07319447417484,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.94405060190315
12895,FR,N,7,0,,83.51471817862782,33.76219253455983,275.63834787925583,265.6083920780574,194.79657326340148,257.5219847702333,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Italy,3.6279422210078436
10961,FI,S,2,1,59613.6063174316,98.65225426200517,60.3345477087526,425.49425521646583,347.5305001087354,315.32167148381956,390.7326096315476,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,High School,Tunisia,2.3502079939745846
16689,FI,C,8,0,51406.095817906265,120.47673369537812,46.52587441597076,444.5801882468648,367.4366264040422,291.1913942592939,402.19883991020623,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.249313006824145
13475,FR,H,0,1,,118.17509393802666,60.64830219528827,342.3144224847831,407.8078375811756,184.47891650474318,440.9473519061047,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.9212908785473477
14899,FI,N,2,0,313369.28873419465,86.6885419819202,52.06818465940971,522.8363726610896,531.5470803100792,354.4709744774651,525.1145126878674,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,1.912644284693282
10357,FI,H,12,1,32850.07646537739,94.26284021515316,25.69324178507828,232.8597362403643,205.34444364734085,144.71408012720147,216.90810070989875,1 hand,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,4.294430699551133
10757,FI,H,9,0,100126.91318584465,100.92084451505278,14.761767633655632,583.259835526312,528.9729234854649,546.4581711405406,491.19921895352803,1 hand,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,1.7145017350588474
13194,FR,C,3,0,,121.80170353678572,42.57097523654171,349.16123153063893,395.6457071389023,238.424180257674,393.36751774622206,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.86400639502914
18513,FI,A,2,0,56220.13321375076,109.58913605610101,40.260037613395795,371.8973522222976,309.8617171796336,279.2822509506408,295.5402272626757,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.6889140081918645
12352,FR,N,1,0,,101.85869788185566,55.98008635501742,395.56437995138754,292.3217668344839,261.09996293814066,284.2186615577641,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Arabie_Saoudite,2.528033490080411
12687,FI,S,3,0,55390.029709645074,127.25709763707644,38.43490851366891,370.0090961317143,299.583059567638,248.9995417813263,264.3461654452855,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,2.7026362607151264
10308,FI,N,38,17,160176.2411922114,97.72913100408289,34.95928819941973,282.8853706974658,390.7871705294137,175.49679583246018,398.36773337978525,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,3.535000758556223
13278,FR,N,2,0,,97.87069363887747,57.6707201375457,289.33705276078814,217.58847615923207,194.80785663984702,271.91440941666923,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.4561767684374614
15485,FR,N,1,0,,118.61735663081848,44.22865983026872,386.8220515472453,615.832265696967,262.3250030442129,679.162083472643,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.5851680275209517
12141,FR,C,8,1,,121.59892827541519,108.8393492177991,268.95243243408044,416.1173930185821,157.4314689800898,334.0716754098212,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.7181295999064723
11435,FR,N,6,0,,88.23212242682027,55.738331909263245,247.9593103571004,180.04427294836967,174.29808407258454,197.40460033585217,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Arabie_Saoudite,4.032919750260003
87,FI,C,0,0,53780.0,113.01492537313432,47.10374984669652,413.689552238806,380.6621150687329,300.67462686567166,384.5930640990278,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.417271585874475
130,FI,N,11,0,260557.0,110.42054958183992,98.39360444353773,307.17562724014334,314.8203239040597,196.75507765830343,328.7519439623061,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.255466616881753
12631,FR,H,5,0,,86.46747806415543,30.688238506703296,246.4406676591292,183.02906400632622,155.40608244412252,203.01556061832844,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,4.057771834083716
16234,FR,N,1,0,,97.92789871797912,80.21819359985552,380.0104773608986,444.1515041880272,264.1434302391659,404.3669802124124,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.6315063914679726
12607,FR,H,0,0,,126.15898197126685,58.5309069898187,297.5849617285023,443.02560006145177,205.2989466614593,455.5535689645325,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,3.360384860147391
87,FI,N,0,0,75923.0,94.80093676814988,57.3558220912132,391.7611241217799,365.1965051931714,296.96018735363,369.68722449002576,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.552575889814804
10750,FR,C,7,0,,,,,,,,2 hands,Touch Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,
15865,FI,N,1,0,77456.42415923908,103.63140139598677,60.566413788603214,381.50856447261947,422.73077492031723,269.0642872899963,416.81802803415394,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.621173135083758
18719,FR,N,24,0,,79.34918224502934,66.44324118844332,366.9408390795381,360.99748368672823,298.2128817269312,377.88912849325067,2 hands,One Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.725234952066047
15176,FI,C,0,0,58863.21951590962,83.77161170141956,33.5015563965649,371.57458530424293,327.1186422583536,284.8082638387564,339.5865808913292,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.6912497236085358
12745,FI,N,13,1,76048.66852218345,154.96975723517963,45.47853632039472,313.37004992280237,313.3551380419968,189.68193233825372,281.07456908733127,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,3.1911154248670113
13057,FI,A,22,0,63298.93280887253,80.97325594828646,34.836949174419416,317.1692069104089,304.3318833651282,230.6074175971051,315.9462987851635,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.1528911956527703
17535,FI,N,4,0,53547.98192115655,96.3830241564002,39.046644790546374,305.09902020241896,283.1843676509067,207.04168866494356,282.82986627673483,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.2776244228399904
16519,FI,N,5,0,66825.59803635706,100.00068451325193,42.91857400389967,335.21844875403355,380.8385942217191,215.56458190098417,393.1834733688724,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,Belize,2.983129370465376
17878,FI,N,19,1,61801.71262737661,131.41364760643177,48.692615177185075,244.1010405920858,343.79064867347034,85.82513500728643,359.87637842184347,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,4.096664223857561
18158,FI,N,0,0,56019.97458142608,82.09060631984366,38.342516029597355,262.9689421240422,240.3683639181906,200.63036675373505,254.56196045899588,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.8027304362364625
13723,FI,N,7,0,83089.87336520298,90.58815073955363,42.03641759205245,319.287800909696,327.6839604590915,240.4217854858195,352.89816556397983,2 hands,Touch Typist,between 1 hour and 3 hours per day,30-39,Male,Professional,College/University,France,3.131970583125503
17927,FR,N,7,0,,104.02752327381239,54.00759982946402,301.600928363373,203.7054671926382,178.26206493505777,221.87414664325752,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.3156396614110752
11403,FI,N,3,0,53199.22364033753,71.31204888959277,37.31629309297538,269.94585096804246,182.1087085290963,200.6241282810069,160.13505649340433,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.704446637775459
17620,FI,H,4,0,52164.21329880937,89.60315823301438,77.52843937100839,438.9816489082146,383.749665754819,345.8694195879497,376.0502715684689,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.277999553027072
17310,FI,S,2,0,54747.256744150625,114.42764816566581,49.021908156665816,373.8090908281742,234.09462865224677,231.86779488895985,235.26360244459897,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,2.675162334293421
16753,FI,N,4,1,63194.030600313374,105.80243760677405,53.75636396382336,299.9499658146576,216.11766755300778,205.78275590107899,190.11704019154496,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.333889361460741
77,FI,N,9,0,64643.0,104.61009174311928,39.11826908272414,296.0779816513761,320.7793194253998,191.4678899082569,325.7775263274666,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.377488573863196
18066,FR,N,4,1,,79.04508227394503,33.13536916886319,418.2671877331255,414.60935425102645,310.3047092470667,432.50187123921506,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.3908162756435196
19737,FI,S,1,0,119466.1464071168,98.26042423368708,34.76155892905844,458.1255290774335,342.53124567234323,359.40397549489893,368.76054599400817,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.1828078474774926
15358,FR,N,0,1,,57.859195044884856,17.73284346288295,717.530303355266,785.2153761152517,739.6015131170145,767.4520441024757,1 hand,One Finger Typist,less than an hour per day,>=50,Male,Professional,College/University,Tunisia,1.3936693618706675
15730,FR,C,0,1,,120.42113686020473,33.06057808877521,343.6864709543808,260.242152275396,241.63621396856377,236.3215059054012,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.9096286427077165
10657,FR,A,3,0,,105.28464917740494,36.16286614181812,265.2165749567772,310.6395610665298,200.06698527196687,304.054925519162,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.7705034090081724
12058,FR,H,8,0,,140.38021600683766,50.60151389155972,227.34518373218475,209.01548397996723,91.47460339993258,204.4218840835795,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,4.398597690013137
12439,FR,S,2,0,,105.4329047725174,30.60720415479102,307.3433961887602,170.0564274161645,210.16705336446233,188.04441378714597,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.2536895615802752
19262,FI,N,7,0,119472.56104357405,80.63135241223054,19.944064712782065,621.4494158054678,693.3541880672533,504.04944520840684,678.1522576648625,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,30-39,Male,Professional,College/University,Tunisia,1.6091414273901739
73,FI,N,7,0,178454.0,112.24088748019015,45.09540829585489,460.0206022187005,568.828674980118,347.7797147385103,572.2214556048399,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.173815683856232
14831,FR,N,9,2,,106.34105014963457,35.486071483843716,313.60141230654284,273.13634685212025,225.75857422774405,260.86225347123445,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.188761149527312
12603,FR,H,0,0,,109.6375894112944,23.34659621269446,248.1485346574824,147.88480254330918,150.0897809181162,167.58502620520656,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,4.029844469483943
12463,FI,H,0,0,100406.7219360648,113.5163216239713,65.41701910238079,678.265456029666,489.3705591518267,489.2400244474386,463.13541373763906,1 hand,Touch Typist,between 1 hour and 3 hours per day,30-39,Female,Student,College/University,Tunisia,1.4743490046709116
18355,FI,N,0,0,57535.50508623235,102.98069668582507,38.55831151989813,307.9901143903001,298.21329843773907,228.44690713365057,280.3973103379566,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.246857458329819
14574,FI,N,1,0,70883.70476371566,109.43569330710372,57.5309800923112,424.5520371440493,448.7972950638985,293.600334904354,411.16355370673034,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.3554238644736567
13960,FI,H,14,0,40519.44932716203,80.91863788522315,30.0110499749411,243.72192883098256,231.2662350954493,183.26048172265047,211.29980898149327,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,4.1030366237314855
19599,FI,N,8,0,565581.7173472701,88.950012809369,40.90734566799992,314.69085267926283,387.92876683004926,212.22565783549305,424.5385206195531,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.1777218545949077
15117,FI,N,4,0,96457.52840327701,103.50219494242661,61.71908219862122,484.93041915433184,489.28981793774017,320.83836882239905,424.46166143077335,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,30-39,Female,Professional,College/University,Tunisia,2.0621515180340633
12731,FR,S,2,1,,102.77068352942148,61.68014788039519,311.7501661524641,168.11159838418726,193.31840549198668,190.12469682082175,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,3.207696766746682
19309,FI,S,2,1,42829.59660376331,103.773568011214,35.458649796089674,344.47774779530204,167.3285725214843,204.1093927305881,189.1907341795728,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.9029451289673056
12112,FI,N,2,1,57465.40348317887,86.3534134771304,43.743750648804074,281.97669230875545,274.7673197537645,182.1347907473658,304.11996883979725,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.5463924050326545
10778,FR,N,7,0,,81.14825409874707,36.604107286568805,266.2354284508502,275.1017460485277,190.80375186390347,243.9896288021016,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,United Arab Emirates,3.756074110116454
13788,FI,N,4,0,70535.94918280694,92.51012319332153,47.3886284104611,321.51411955590686,306.1111977878366,244.9988702807373,325.75011702320813,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.1102833100495104
17337,FI,N,9,0,26250.402967914626,117.77719739205625,27.275319064483423,129.42343893052677,107.50699667609454,13.226622589019119,117.28152982449575,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,7.726575713513455
15588,FR,N,9,0,,89.99518980056486,51.94853742576423,238.8199633049654,213.4797151077076,154.2167986297989,226.3972189753074,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,4.187254642205234
16719,FI,N,19,0,162908.8280976123,137.68621929098936,89.20547394171254,378.09608817854365,476.1443795798851,245.64749951437042,557.9143773904693,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.644830325585866
11383,FI,S,6,1,44871.33747984259,,,,,,,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Barbade,
13722,FI,C,0,0,83206.53831843389,41.18226148597453,30.081348288399848,439.80384699498126,347.7320699260273,385.3208042108091,338.1436004331522,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,High School,Tunisia,2.2737409116192002
14447,FI,S,3,0,50888.03316003419,109.26179977327266,50.644021794537544,368.0170724343717,238.93452141444706,238.2756027189761,225.89945260922713,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,2.717265243661568
17938,FI,C,2,0,59225.408709943295,102.69239324316402,42.55962381694487,385.4870233917766,227.4850145549379,309.5048205640617,254.25093532825255,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,2.594121045116697
13993,FI,H,14,1,34629.646884940215,100.38808665022728,24.93335112440264,243.21891476235132,204.55997445488725,134.84123148444266,220.86670587210435,1 hand,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,4.111522333602623
16869,FI,H,4,0,32169.835971161778,87.46142572591526,30.770110390208053,246.05411871268933,150.7937744970919,174.2712524078634,158.11244635515106,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,4.064146559430987
17290,FR,N,9,0,,118.28547625795706,38.58323514147192,464.2291842375152,455.91245696808045,337.1837417901601,468.74526400962856,1 hand,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.1541084316843953
17109,FI,N,22,0,652118.2421114073,101.74643650968292,64.95947497255347,397.50938171525075,518.6332342547392,307.42016380161994,520.5968454132867,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.5156638962456825
16828,FI,H,13,0,39904.791082632466,133.96192758802863,66.59085878811031,266.2267358069859,226.3875192700019,131.28945351110582,210.81504867212715,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,France,3.756196750746322
12364,FR,N,38,0,,90.07733943233795,63.197015626121825,299.0562290500876,360.1173405541914,197.2236378819522,359.5552813769269,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.3438527703514724
17567,FI,N,14,0,63592.04164494581,104.29819032892516,39.006215201377465,275.75690086630783,223.37110354600446,166.21769645432144,230.1387798627494,2 hands,Touch Typist,More than 3 hours per day,30-39,Male,Professional,College/University,Tunisia,3.62638250161079
13803,FR,A,7,0,,91.51031663979164,42.79866314216256,235.71087166010452,185.03172229752428,147.42836232772495,196.7272682758166,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,4.242485690019431
11989,FI,H,12,0,36287.52692694541,125.42441547604692,62.81015155638054,268.1909420493682,232.87138201829563,136.61611879338062,218.6612377687279,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,France,3.7286867049220533
13701,FR,N,5,0,,121.62509748932906,85.02613843503482,343.51900742758363,280.04364019768906,241.76014669730756,271.7031585803664,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.9110470698213327
14925,FI,C,2,0,84436.90857219271,105.60978354250187,22.427048801900124,556.4921420232987,276.8263934968378,498.05876724250965,266.0162914905786,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,1.7969705670311746
170,FR,N,2,0,,73.11904761904762,18.386371385604733,558.8333333333334,631.3985991882707,485.7142857142857,634.6646622031806,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,30-39,Male,Professional,College/University,Tunisia,1.7894422904861318
16506,FR,S,2,0,,110.73832392672254,38.94318581861088,346.1451298096237,151.56854169508375,217.62326278049716,174.22740014633033,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.888961634531706
17656,FI,N,42,0,120376.30074815059,142.3437608019285,39.410642879868,389.6842341152633,404.46429106244767,216.53420213572485,407.85413705423224,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.566180287663918
20095,FR,N,15,1,,92.7256707143249,54.29673774404507,343.57131498003577,511.7604049158518,238.08694945805004,524.4360102312904,2 hands,Touch Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.9106038729051287
15308,FR,S,0,0,,119.48426109304417,59.33925027492065,295.9891669246776,237.95732716628592,193.20933952761402,232.73042104778762,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.378502025563918
